G_all,finalGame,OPS,Years_Played,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,HoF
-0.9327420661358982,0.2446440433528946,-1.2317596680173224,-0.7677922791523816,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
1.6287015378893233,-0.9341036541292616,1.1465194252623079,2.1839403493659146,3.1185276436768863,1.78645671456671,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,Y
-0.7865146891261197,-2.421570986666268,-0.22151290613399452,-1.0957625712099701,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-1.1709776803653127,-0.20440269854506962,-1.3300790326343286,-0.4398219870947931,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-0.31990148608368035,1.0866066844115776,0.7869179526213762,-0.7677922791523816,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
0.7283352165257432,1.1708029485174458,0.6667135086830738,-0.7677922791523816,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-0.8555208670408466,1.0866066844115776,-0.8753706829172975,-0.4398219870947931,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-1.1019715024505856,-2.056720508874172,-0.21479795632660714,-1.0957625712099701,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-1.0001052398145602,-1.2989541319213573,-0.9828476528589585,-0.4398219870947931,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
0.02841541196208419,-0.0640755917019558,0.13441580768013053,-1.0957625712099701,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-1.008320260994885,0.6094945211449906,-0.9512828865250775,-0.1118516950372046,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
0.5032436361848481,0.4130365715646312,0.6684421650295643,-0.4398219870947931,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
-1.0346083287719237,0.4691674143018767,-0.8097165895904834,-0.1118516950372046,-0.18162428655862906,-0.14118752605489637,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
0.06291850091944766,-2.421570986666268,0.338129411490554,-1.0957625712099701,-0.18162428655862906,-0.5267163741792177,-0.22750870875054235,-0.16913261546482306,-0.13087139548722593,-0.21939843285402266,N
